section,split,method,difficulty,metric,unit,n,mean,sample_sd,ci95_lower,ci95_upper
main,Validation-Seen,Seq2Seq-VG,Hard,NE,m,5,307.4,1.6380901938885375,305.36604238043793,309.433957619562
main,Validation-Seen,Seq2Seq-VG,Hard,SR,percent,5,0.1,0.1432876793543133,-0.07791515284041592,0.2779151528404159
main,Validation-Seen,Seq2Seq-VG,Hard,OSR,percent,5,1,0.3210337174820116,0.6013839907930671,1.3986160092069329
main,Validation-Seen,Seq2Seq-VG,Hard,nDTW,percent,5,11.8,0.1531338077089601,11.609859264059926,11.990140735940075
main,Validation-Seen,Seq2Seq-VG,Hard,SPL,percent,5,0.1,0.16393399702638395,-0.10355094218930425,0.30355094218930423
main,Validation-Seen,CMA-VG,Easy,NE,m,5,170.19999999999996,2.084337471706171,167.61195320127536,172.78804679872457
main,Validation-Seen,CMA-VG,Easy,SR,percent,5,1.9,0.15952862164168338,1.7019190538244513,2.0980809461755485
main,Validation-Seen,CMA-VG,Easy,OSR,percent,5,7.6,0.406987701183929,7.094658023728202,8.105341976271797
main,Validation-Seen,CMA-VG,Easy,nDTW,percent,5,34.5,0.3766863746455229,34.032282089988755,34.967717910011245
main,Validation-Seen,CMA-VG,Easy,SPL,percent,5,1.3,0.3837530498214882,0.8235076538357617,1.7764923461642383
main,Validation-Seen,CMA-VG,Normal,NE,m,5,211.9,2.320114313498297,209.0191975852119,214.7808024147881
main,Validation-Seen,CMA-VG,Normal,SR,percent,5,0.9,0.14422698334609563,0.7209185472096189,1.0790814527903811
main,Validation-Seen,CMA-VG,Normal,OSR,percent,5,4.3,0.4795268843783323,3.7045887314966044,4.895411268503395
main,Validation-Seen,CMA-VG,Normal,nDTW,percent,5,25.2,0.12363362560692567,25.046488578116477,25.35351142188352
main,Validation-Seen,CMA-VG,Normal,SPL,percent,5,0.6,0.2132187415019542,0.33525396493470816,0.8647460350652918
main,Validation-Seen,CMA-VG,Hard,NE,m,5,261.3,1.677125675299793,259.2175734285171,263.38242657148294
main,Validation-Seen,CMA-VG,Hard,SR,percent,5,0.2,0.18192565342232667,-0.025890534204198845,0.42589053420419887
main,Validation-Seen,CMA-VG,Hard,OSR,percent,5,1.9,0.42313146681692404,1.3746128911462736,2.425387108853726
main,Validation-Seen,CMA-VG,Hard,nDTW,percent,5,16.1,0.2994078214839539,15.728236087282756,16.471763912717247
main,Validation-Seen,CMA-VG,Hard,SPL,percent,5,0.1,0.18880717522115215,-0.13443507207465488,0.3344350720746549
main,Validation-Seen,LAG-VG,Easy,NE,m,5,118.7,2.364990227593576,115.76347677829332,121.63652322170668
main,Validation-Seen,LAG-VG,Easy,SR,percent,5,2.8,0.11323308491951121,2.6594025550498928,2.940597444950107
main,Validation-Seen,LAG-VG,Easy,OSR,percent,5,7.8,0.27027205871372106,7.464412914974758,8.135587085025241
main,Validation-Seen,LAG-VG,Easy,nDTW,percent,5,29.7,0.3279966880136205,29.292738320963412,30.107261679036586
main,Validation-Seen,LAG-VG,Easy,SPL,percent,5,1.9,0.17088780555594782,1.687814764109134,2.1121852358908657
main,Validation-Seen,LAG-VG,Normal,NE,m,5,154.89999999999995,1.6034438229067003,152.90906153195448,156.89093846804542
main,Validation-Seen,LAG-VG,Normal,SR,percent,5,1.5,0.2764704254762433,1.1567166261180712,1.8432833738819288
main,Validation-Seen,LAG-VG,Normal,OSR,percent,5,4.6000000000000005,0.3126922459371716,4.211741295702336,4.988258704297665
main,Validation-Seen,LAG-VG,Normal,nDTW,percent,5,20.4,0.26825819029699083,20.06691346288493,20.733086537115067
main,Validation-Seen,LAG-VG,Normal,SPL,percent,5,1,0.24526739432902014,0.6954603065284091,1.304539693471591
main,Validation-Seen,LAG-VG,Hard,NE,m,5,203.6,1.8656212516024306,201.2835252576014,205.91647474239858
main,Validation-Seen,LAG-VG,Hard,SR,percent,5,0.5,0.40179126908043084,0.0011102463902268878,0.9988897536097732
main,Validation-Seen,LAG-VG,Hard,OSR,percent,5,1.9,0.1449012468071738,1.7200813385446938,2.0799186614553062
main,Validation-Seen,LAG-VG,Hard,nDTW,percent,5,12.7,0.4107960480529018,12.189929336528326,13.210070663471672
main,Validation-Seen,LAG-VG,Hard,SPL,percent,5,0.3,0.11938510097728018,0.1517638181945899,0.4482361818054101
main,Validation-Seen,VoLN-MLLM,Easy,NE,m,5,92.4,1.3185665126362878,90.76278343202243,94.03721656797758
main,Validation-Seen,VoLN-MLLM,Easy,SR,percent,5,8.7,0.1090367150757431,8.564613036408048,8.83538696359195
main,Validation-Seen,VoLN-MLLM,Easy,OSR,percent,5,13.4,0.1347795726300641,13.23264905697196,13.56735094302804
main,Validation-Seen,VoLN-MLLM,Easy,nDTW,percent,5,54.8,0.4058763477228091,54.296037951310154,55.30396204868984
main,Validation-Seen,VoLN-MLLM,Easy,SPL,percent,5,6.5,0.19187769443936495,6.2617523747562975,6.7382476252437025
main,Validation-Seen,VoLN-MLLM,Normal,NE,m,5,126.8,1.9528280642684002,124.37524369791598,129.22475630208402
main,Validation-Seen,VoLN-MLLM,Normal,SR,percent,5,5.3999999999999995,0.10652143292442325,5.267736171700665,5.5322638282993335
main,Validation-Seen,VoLN-MLLM,Normal,OSR,percent,5,10.6,0.2842393042308883,10.247070289062018,10.952929710937982
main,Validation-Seen,VoLN-MLLM,Normal,nDTW,percent,5,40.9,0.3893979906632818,40.41649853402051,41.383501465979485
main,Validation-Seen,VoLN-MLLM,Normal,SPL,percent,5,3.8,0.27859341879136007,3.4540805817502633,4.145919418249736
main,Validation-Seen,VoLN-MLLM,Hard,NE,m,5,171.5,2.0503957028966324,168.95409747364155,174.04590252635845
main,Validation-Seen,VoLN-MLLM,Hard,SR,percent,5,2.1,0.271558267965213,1.7628158752530239,2.437184124746976
main,Validation-Seen,VoLN-MLLM,Hard,OSR,percent,5,4.1,0.15029869836060408,3.91337951726875,4.286620482731249
main,Validation-Seen,VoLN-MLLM,Hard,nDTW,percent,5,25.7,0.4742305847318457,25.111164956091347,26.28883504390865
main,Validation-Seen,VoLN-MLLM,Hard,SPL,percent,5,1.4,0.36722976300876586,0.944024024203114,1.855975975796886
main,Test-Unseen,Random,Easy,NE,m,5,270.1,2.177731654750089,267.3959890065481,272.8040109934519
main,Test-Unseen,Random,Easy,SR,percent,5,0.4,0.21624998582302316,0.13149017799147728,0.6685098220085228
main,Test-Unseen,Random,Easy,OSR,percent,5,1.4,0.17569584173693653,1.1818447986811391,1.6181552013188607
main,Test-Unseen,Random,Easy,nDTW,percent,5,30.1,0.31568713843290036,29.7080226455119,30.491977354488103
main,Test-Unseen,Random,Easy,SPL,percent,5,0.29999999999999993,0.34026973015117434,-0.12250067360722394,0.7225006736072238
main,Test-Unseen,Random,Normal,NE,m,5,310.4,1.6713715187426814,308.32471815755406,312.4752818424459
main,Test-Unseen,Random,Normal,SR,percent,5,0,0,0,0
main,Test-Unseen,Random,Normal,OSR,percent,5,0.6,0.23170841787369842,0.31229599944547454,0.8877040005545254
main,Test-Unseen,Random,Normal,nDTW,percent,5,22.7,0.33359703962934256,22.28578456598489,23.114215434015108
main,Test-Unseen,Random,Normal,SPL,percent,5,0,0,0,0
main,Test-Unseen,Random,Hard,NE,m,5,395.2,2.093964107670818,392.60000015397424,397.79999984602574
main,Test-Unseen,Random,Hard,SR,percent,5,0,0,0,0
main,Test-Unseen,Random,Hard,OSR,percent,5,0.2,0.11828157918543886,0.0531340214747526,0.3468659785252474
main,Test-Unseen,Random,Hard,nDTW,percent,5,15.1,0.4019149156281708,14.600956718923396,15.599043281076604
main,Test-Unseen,Random,Hard,SPL,percent,5,0,0,0,0
main,Test-Unseen,Seq2Seq-VG,Easy,NE,m,5,208.6,1.2431816007521115,207.05638616311677,210.14361383688322
main,Test-Unseen,Seq2Seq-VG,Easy,SR,percent,5,1,0.24587425876237784,0.6947067848097185,1.3052932151902814
main,Test-Unseen,Seq2Seq-VG,Easy,OSR,percent,5,4.8,0.44095471110140366,4.252482410387044,5.347517589612956
main,Test-Unseen,Seq2Seq-VG,Easy,nDTW,percent,5,28.9,0.20246381202630095,28.648607973667847,29.15139202633215
main,Test-Unseen,Seq2Seq-VG,Easy,SPL,percent,5,0.6999999999999998,0.2831616954976226,0.3484083170302643,1.0515916829697354
main,Test-Unseen,Seq2Seq-VG,Normal,NE,m,5,254.8,1.601524821796018,252.8114442865462,256.78855571345383
main,Test-Unseen,Seq2Seq-VG,Normal,SR,percent,5,0.4,0.41370271637674333,-0.11367976888410591,0.913679768884106
main,Test-Unseen,Seq2Seq-VG,Normal,OSR,percent,5,2.5,0.17666092110017173,2.2806464943804006,2.7193535056195994
main,Test-Unseen,Seq2Seq-VG,Normal,nDTW,percent,5,21.4,0.4537613290773245,20.83658089390759,21.963419106092406
main,Test-Unseen,Seq2Seq-VG,Normal,SPL,percent,5,0.3,0.43277016444036986,-0.23735513268233116,0.8373551326823312
main,Test-Unseen,Seq2Seq-VG,Hard,NE,m,5,309.9,1.8914701383152883,307.55142962557636,312.2485703744236
main,Test-Unseen,Seq2Seq-VG,Hard,SR,percent,5,0.10000000000000002,0.15236167519414381,-0.08918200679458423,0.2891820067945843
main,Test-Unseen,Seq2Seq-VG,Hard,OSR,percent,5,0.9,0.1580331098242646,0.7037759770070287,1.0962240229929714
main,Test-Unseen,Seq2Seq-VG,Hard,nDTW,percent,5,13,0.24937077359790033,12.690365288219265,13.309634711780735
main,Test-Unseen,Seq2Seq-VG,Hard,SPL,percent,5,0,0,0,0
main,Test-Unseen,CMA-VG,Easy,NE,m,5,174.5,2.0770506012464844,171.92100104598475,177.07899895401525
main,Test-Unseen,CMA-VG,Easy,SR,percent,5,1.6,0.13327622109266582,1.4345157144525915,1.7654842855474087
main,Test-Unseen,CMA-VG,Easy,OSR,percent,5,6.5,0.2688252556274524,6.166209358279468,6.833790641720532
main,Test-Unseen,CMA-VG,Easy,nDTW,percent,5,33.2,0.16052414111929944,33.00068295312959,33.399317046870415
main,Test-Unseen,CMA-VG,Easy,SPL,percent,5,1.1,0.3217634607220094,0.7004778948840293,1.4995221051159708
main,Test-Unseen,CMA-VG,Normal,NE,m,5,216.8,1.5922469344673718,214.82296430522157,218.77703569477845
main,Test-Unseen,CMA-VG,Normal,SR,percent,5,0.8000000000000002,0.33823216024914315,0.38002930358395204,1.2199706964160484
main,Test-Unseen,CMA-VG,Normal,OSR,percent,5,3.9,0.44621796566980293,3.3459472166760813,4.4540527833239185
main,Test-Unseen,CMA-VG,Normal,nDTW,percent,5,26.4,0.1785353903900744,26.17831903334739,26.621680966652608
main,Test-Unseen,CMA-VG,Normal,SPL,percent,5,0.6,0.1937819026237148,0.3593879880087053,0.8406120119912946
main,Test-Unseen,CMA-VG,Hard,NE,m,5,266.1,1.9310593875945115,263.7022730800305,268.4977269199695
main,Test-Unseen,CMA-VG,Hard,SR,percent,5,0.2,0.11829989275229749,0.05311128217810554,0.34688871782189445
main,Test-Unseen,CMA-VG,Hard,OSR,percent,5,1.7,0.31574317324235907,1.307953069106348,2.092046930893652
main,Test-Unseen,CMA-VG,Hard,nDTW,percent,5,18.5,0.2226215997751822,18.22357877433663,18.77642122566337
main,Test-Unseen,CMA-VG,Hard,SPL,percent,5,0.09999999999999999,0.11624808597237765,-0.044341063211997614,0.2443410632119976
main,Test-Unseen,LAG-VG,Easy,NE,m,5,122.4,1.6144487110190884,120.39539715858113,124.40460284141888
main,Test-Unseen,LAG-VG,Easy,SR,percent,5,2.3,0.15956764407020174,2.1018706010798374,2.4981293989201623
main,Test-Unseen,LAG-VG,Easy,OSR,percent,5,6.4,0.3900532709546349,5.915684896074011,6.8843151039259896
main,Test-Unseen,LAG-VG,Easy,nDTW,percent,5,28.1,0.4299543045647268,27.566141219149245,28.63385878085076
main,Test-Unseen,LAG-VG,Easy,SPL,percent,5,1.5,0.33247930478834065,1.0871724170965003,1.9128275829034997
main,Test-Unseen,LAG-VG,Normal,NE,m,5,158.3,1.5053148724037442,156.4309047169756,160.16909528302443
main,Test-Unseen,LAG-VG,Normal,SR,percent,5,1.2,0.3122317723749012,0.8123130491467319,1.587686950853268
main,Test-Unseen,LAG-VG,Normal,OSR,percent,5,3.8,0.44794415330425147,3.243803871636242,4.356196128363758
main,Test-Unseen,LAG-VG,Normal,nDTW,percent,5,20.5,0.2131802737571346,20.235301728948542,20.764698271051458
main,Test-Unseen,LAG-VG,Normal,SPL,percent,5,0.7,0.12018150166286065,0.5507749561351598,0.8492250438648401
main,Test-Unseen,LAG-VG,Hard,NE,m,5,206.7,1.6552297827695546,204.6447607699804,208.75523923001958
main,Test-Unseen,LAG-VG,Hard,SR,percent,5,0.4,0.10816095307697668,0.26570043855291114,0.5342995614470889
main,Test-Unseen,LAG-VG,Hard,OSR,percent,5,1.7,0.2518245945807116,1.387318467046871,2.012681532953129
main,Test-Unseen,LAG-VG,Hard,nDTW,percent,5,14,0.33535547876772476,13.583601175413728,14.416398824586272
main,Test-Unseen,LAG-VG,Hard,SPL,percent,5,0.2,0.13745203703884223,0.029330754129098968,0.37066924587090105
main,Test-Unseen,VoLN-MLLM,Easy,NE,m,5,97.1,2.162371540667471,94.41506110721278,99.78493889278721
main,Test-Unseen,VoLN-MLLM,Easy,SR,percent,5,7.4,0.4220432582932393,6.875964080492672,7.924035919507329
main,Test-Unseen,VoLN-MLLM,Easy,OSR,percent,5,14.600000000000003,0.11386148519044478,14.458622293057017,14.74137770694299
main,Test-Unseen,VoLN-MLLM,Easy,nDTW,percent,5,53.1,0.4710124638222396,52.515160780966674,53.68483921903333
main,Test-Unseen,VoLN-MLLM,Easy,SPL,percent,5,5.7,0.13281747630241642,5.535085321343008,5.864914678656993
main,Test-Unseen,VoLN-MLLM,Normal,NE,m,5,131.4,1.4223561732029897,129.63391154711098,133.16608845288903
main,Test-Unseen,VoLN-MLLM,Normal,SR,percent,5,4.5,0.3836903190199765,4.023585544413577,4.976414455586423
main,Test-Unseen,VoLN-MLLM,Normal,OSR,percent,5,10.1,0.4634163592449111,9.52459259054693,10.675407409453069
main,Test-Unseen,VoLN-MLLM,Normal,nDTW,percent,5,41.2,0.255646926294699,40.88257241536842,41.517427584631584
main,Test-Unseen,VoLN-MLLM,Normal,SPL,percent,5,3.2,0.49080484286009035,2.590585296476569,3.8094147035234314
main,Test-Unseen,VoLN-MLLM,Hard,NE,m,5,176.8,2.0234775690184583,174.28752075137692,179.3124792486231
main,Test-Unseen,VoLN-MLLM,Hard,SR,percent,5,1.8,0.2569979725282096,1.4808948699003617,2.1191051300996384
main,Test-Unseen,VoLN-MLLM,Hard,OSR,percent,5,4.5,0.14090041370282222,4.325049028973189,4.674950971026811
main,Test-Unseen,VoLN-MLLM,Hard,nDTW,percent,5,28,0.15479849199006285,27.807792285519707,28.192207714480293
main,Test-Unseen,VoLN-MLLM,Hard,SPL,percent,5,1.2999999999999998,0.4996902490392546,0.6795526075144832,1.9204473924855163
ablation,Test-Unseen,VoLN-MLLM,All,CT,s,5,1.42,0.011678416602461987,1.4054993305486978,1.434500669451302
ablation,Test-Unseen,VoLN-MLLM,All,EER,percent,5,0.5,0.11589160335258927,0.35610156842297896,0.6438984315770211
ablation,Test-Unseen,VoLN-MLLM,All,NE,m,5,119,1.6596767099595582,116.93923918058594,121.06076081941406
ablation,Test-Unseen,VoLN-MLLM,All,SR,percent,5,5.700000000000001,0.3118729770806569,5.312758552346321,6.087241447653681
ablation,Test-Unseen,VoLN-MLLM,All,OSR,percent,5,11.8,0.4394207952087033,11.254387018527284,12.345612981472717
ablation,Test-Unseen,VoLN-MLLM,All,nDTW,percent,5,45.8,0.1487304233965485,45.6153267878309,45.98467321216909
ablation,Test-Unseen,VoLN-MLLM,All,SPL,percent,5,4.3,0.10545427212651667,4.169061226843721,4.430938773156279
ablation,Test-Unseen,No-Align,All,CT,s,5,1.3600000000000005,0.02075454521273197,1.334229828410259,1.3857701715897421
ablation,Test-Unseen,No-Align,All,EER,percent,5,0.9,0.3483779846660778,0.46743159867334744,1.3325684013266526
ablation,Test-Unseen,No-Align,All,NE,m,5,162.8,1.9032970629728898,160.43674455901962,165.1632554409804
ablation,Test-Unseen,No-Align,All,SR,percent,5,2.3,0.21493197602302277,2.033126703309417,2.5668732966905825
ablation,Test-Unseen,No-Align,All,OSR,percent,5,7.1,0.19843088230676578,6.85361551730788,7.34638448269212
ablation,Test-Unseen,No-Align,All,nDTW,percent,5,29.6,0.42064020729217105,29.077706198408343,30.12229380159166
ablation,Test-Unseen,No-Align,All,SPL,percent,5,1.2,0.2653961331064302,0.8704671762592509,1.529532823740749
ablation,Test-Unseen,No-LoRA,All,CT,s,5,1.4500000000000002,0.021742471462024616,1.4230031559536314,1.476996844046369
ablation,Test-Unseen,No-LoRA,All,EER,percent,5,5.8,0.2540205208222518,5.4845918644900395,6.11540813550996
ablation,Test-Unseen,No-LoRA,All,NE,m,5,176.9,2.103518836358463,174.28813639135024,179.51186360864978
ablation,Test-Unseen,No-LoRA,All,SR,percent,5,2.8,0.31061406381414847,2.4143216996262042,3.1856783003737954
ablation,Test-Unseen,No-LoRA,All,OSR,percent,5,7.8,0.1410164176181374,7.624904991087892,7.975095008912108
ablation,Test-Unseen,No-LoRA,All,nDTW,percent,5,27.2,0.25259942101063265,26.886356392963982,27.513643607036016
ablation,Test-Unseen,No-LoRA,All,SPL,percent,5,1.4,0.11714295456361509,1.2545478106751395,1.5454521893248603
ablation,Test-Unseen,CLIP-Input,All,CT,s,5,1.98,0.021729484886938336,1.9530192809163758,2.006980719083624
ablation,Test-Unseen,CLIP-Input,All,EER,percent,5,1.5,0.3843367446562826,1.0227829009734601,1.9772170990265399
ablation,Test-Unseen,CLIP-Input,All,NE,m,5,158.6,2.292557120700278,155.75341435940078,161.4465856405992
ablation,Test-Unseen,CLIP-Input,All,SR,percent,5,2.9000000000000004,0.38374535634302775,2.4235172065509873,3.3764827934490134
ablation,Test-Unseen,CLIP-Input,All,OSR,percent,5,8.2,0.12259002576576088,8.047784378467782,8.352215621532217
ablation,Test-Unseen,CLIP-Input,All,nDTW,percent,5,30.9,0.3048170359640155,30.521519660404298,31.2784803395957
ablation,Test-Unseen,CLIP-Input,All,SPL,percent,5,1.6,0.1931582951911645,1.3601622989067155,1.8398377010932847
